recorded_time,temperature,sensor_type
2023-10-18T00:31,-7.111870503597125,UNKNOWN
2023-10-18T00:32,-6.511870503597123,UNKNOWN
2023-10-18T00:33,-5.811870503597124,UNKNOWN
2023-10-18T00:34,-5.111870503597125,UNKNOWN
2023-10-18T00:35,-4.511870503597123,UNKNOWN
2023-10-18T00:36,-3.711870503597126,UNKNOWN
2023-10-18T00:37,-3.6118705035971246,UNKNOWN
2023-10-18T00:38,-3.6118705035971246,UNKNOWN
2023-10-18T00:39,-3.1118705035971246,UNKNOWN
2023-10-18T00:40,-3.211870503597126,UNKNOWN
2023-10-18T00:41,-3.4118705035971253,UNKNOWN
2023-10-18T00:42,-3.4118705035971253,UNKNOWN
2023-10-18T00:43,-3.011870503597123,UNKNOWN
2023-10-18T00:44,-2.311870503597124,UNKNOWN
2023-10-18T00:45,-2.311870503597124,UNKNOWN
2023-10-18T00:46,-2.1118705035971246,UNKNOWN
2023-10-18T00:47,-2.211870503597126,UNKNOWN
2023-10-18T00:48,-2.511870503597123,UNKNOWN
2023-10-18T00:49,-2.6118705035971246,UNKNOWN
2023-10-18T00:50,-2.711870503597126,UNKNOWN
2023-10-18T00:51,-2.811870503597124,UNKNOWN
2023-10-18T00:52,-2.811870503597124,UNKNOWN
2023-10-18T00:53,-2.711870503597126,UNKNOWN
2023-10-18T00:54,-2.711870503597126,UNKNOWN
2023-10-18T00:55,-2.711870503597126,UNKNOWN
2023-10-18T00:56,-2.711870503597126,UNKNOWN
2023-10-18T00:57,-2.711870503597126,UNKNOWN
2023-10-18T00:58,-2.711870503597126,UNKNOWN
2023-10-18T00:59,-2.711870503597126,UNKNOWN
2023-10-18T01:00,-2.6118705035971246,UNKNOWN
2023-10-18T01:01,-2.711870503597126,UNKNOWN
2023-10-18T01:02,-2.6118705035971246,UNKNOWN
2023-10-18T01:03,-2.711870503597126,UNKNOWN
2023-10-18T01:04,-2.6118705035971246,UNKNOWN
2023-10-18T01:05,-2.6118705035971246,UNKNOWN
2023-10-18T01:06,-2.6118705035971246,UNKNOWN
2023-10-18T01:07,-2.711870503597126,UNKNOWN
2023-10-18T01:08,-2.4118705035971253,UNKNOWN
2023-10-18T01:09,-1.711870503597126,UNKNOWN
2023-10-18T01:10,-1.3118705035971239,UNKNOWN
2023-10-18T01:11,-0.8118705035971274,UNKNOWN
2023-10-18T01:12,-0.6118705035971246,UNKNOWN
2023-10-18T01:13,-0.41187050359712174,UNKNOWN
2023-10-18T01:14,-0.5118705035971232,UNKNOWN
2023-10-18T01:15,-0.6118705035971246,UNKNOWN
2023-10-18T01:16,-0.711870503597126,UNKNOWN
2023-10-18T01:17,-0.8118705035971274,UNKNOWN
2023-10-18T01:18,-0.9118705035971217,UNKNOWN
2023-10-18T01:19,-1.0118705035971232,UNKNOWN
2023-10-18T01:20,-1.0118705035971232,UNKNOWN
2023-10-18T01:21,-1.0118705035971232,UNKNOWN
2023-10-18T01:22,-1.0118705035971232,UNKNOWN
2023-10-18T01:23,-1.1118705035971246,UNKNOWN
2023-10-18T01:24,-1.3118705035971239,UNKNOWN
2023-10-18T01:25,-1.4118705035971253,UNKNOWN
2023-10-18T01:26,-1.6118705035971246,UNKNOWN
2023-10-18T01:27,-1.6118705035971246,UNKNOWN
2023-10-18T01:28,-1.9118705035971253,UNKNOWN
2023-10-18T01:29,-2.1118705035971246,UNKNOWN
2023-10-18T01:30,-2.211870503597126,UNKNOWN
2023-10-18T01:31,-2.4118705035971253,UNKNOWN
2023-10-18T01:32,-2.6118705035971246,UNKNOWN
2023-10-18T01:33,-2.711870503597126,UNKNOWN
2023-10-18T01:34,-2.9118705035971253,UNKNOWN
2023-10-18T01:35,-3.011870503597123,UNKNOWN
2023-10-18T01:36,-3.1118705035971246,UNKNOWN
2023-10-18T01:37,-3.1118705035971246,UNKNOWN
2023-10-18T01:38,-3.311870503597124,UNKNOWN
2023-10-18T01:39,-3.211870503597126,UNKNOWN
2023-10-18T01:40,-3.1118705035971246,UNKNOWN
2023-10-18T01:41,-3.1118705035971246,UNKNOWN
2023-10-18T01:42,-2.9118705035971253,UNKNOWN
2023-10-18T01:43,-2.6118705035971246,UNKNOWN
2023-10-18T01:44,-2.1118705035971246,UNKNOWN
2023-10-18T01:45,-1.711870503597126,UNKNOWN
2023-10-18T01:46,-1.3118705035971239,UNKNOWN
2023-10-18T01:47,-1.0118705035971232,UNKNOWN
2023-10-18T01:48,-0.711870503597126,UNKNOWN
2023-10-18T01:49,-0.5118705035971232,UNKNOWN
2023-10-18T01:50,-0.211870503597126,UNKNOWN
2023-10-18T01:51,-0.011870503597123161,UNKNOWN
2023-10-18T01:52,0.18812949640287258,UNKNOWN
2023-10-18T01:53,0.3881294964028754,UNKNOWN
