recorded_time,temperature,sensor_type
2023-12-03T00:46,-8.285056350898572,UNKNOWN
2023-12-03T00:47,-7.585056350898572,UNKNOWN
2023-12-03T00:48,-7.085056350898572,UNKNOWN
2023-12-03T00:49,-6.885056350898573,UNKNOWN
2023-12-03T00:50,-6.585056350898572,UNKNOWN
2023-12-03T00:51,-6.485056350898571,UNKNOWN
2023-12-03T00:52,-6.385056350898573,UNKNOWN
2023-12-03T00:53,-6.2850563508985715,UNKNOWN
2023-12-03T00:54,-6.18505635089857,UNKNOWN
2023-12-03T00:55,-5.985056350898571,UNKNOWN
2023-12-03T00:56,-5.68505635089857,UNKNOWN
2023-12-03T00:57,-5.385056350898573,UNKNOWN
2023-12-03T00:58,-5.085056350898572,UNKNOWN
2023-12-03T00:59,-4.885056350898573,UNKNOWN
2023-12-03T01:00,-4.585056350898572,UNKNOWN
2023-12-03T01:01,-4.18505635089857,UNKNOWN
2023-12-03T01:02,-3.985056350898571,UNKNOWN
2023-12-03T01:03,-3.68505635089857,UNKNOWN
2023-12-03T01:04,-3.485056350898571,UNKNOWN
2023-12-03T01:05,-3.2850563508985715,UNKNOWN
2023-12-03T01:06,-3.085056350898572,UNKNOWN
2023-12-03T01:07,-2.885056350898573,UNKNOWN
2023-12-03T01:08,-2.7850563508985715,UNKNOWN
2023-12-03T01:09,-2.68505635089857,UNKNOWN
2023-12-03T01:10,-2.485056350898571,UNKNOWN
2023-12-03T01:11,-2.385056350898573,UNKNOWN
2023-12-03T01:12,-2.18505635089857,UNKNOWN
2023-12-03T01:13,-2.085056350898572,UNKNOWN
2023-12-03T01:14,-1.885056350898573,UNKNOWN
2023-12-03T01:15,-1.7850563508985715,UNKNOWN
2023-12-03T01:16,-1.68505635089857,UNKNOWN
2023-12-03T01:17,-1.4850563508985744,UNKNOWN
2023-12-03T01:18,-1.385056350898573,UNKNOWN
2023-12-03T01:19,-1.2850563508985715,UNKNOWN
2023-12-03T01:20,-1.18505635089857,UNKNOWN
2023-12-03T01:21,-1.0850563508985687,UNKNOWN
2023-12-03T01:22,-0.9850563508985744,UNKNOWN
2023-12-03T01:23,-0.9850563508985744,UNKNOWN
2023-12-03T01:24,-0.8850563508985729,UNKNOWN
2023-12-03T01:25,-0.7850563508985715,UNKNOWN
2023-12-03T01:26,-0.7850563508985715,UNKNOWN
2023-12-03T01:27,-0.7850563508985715,UNKNOWN
2023-12-03T01:28,-1.0850563508985687,UNKNOWN
2023-12-03T01:29,-1.4850563508985744,UNKNOWN
2023-12-03T01:30,-1.4850563508985744,UNKNOWN
2023-12-03T01:31,-1.4850563508985744,UNKNOWN
2023-12-03T01:32,-1.4850563508985744,UNKNOWN
2023-12-03T01:33,-1.385056350898573,UNKNOWN
2023-12-03T01:34,-1.2850563508985715,UNKNOWN
2023-12-03T01:35,-1.2850563508985715,UNKNOWN
2023-12-03T01:36,-1.18505635089857,UNKNOWN
2023-12-03T01:37,-1.0850563508985687,UNKNOWN
2023-12-03T01:38,-1.0850563508985687,UNKNOWN
2023-12-03T01:39,-0.9850563508985744,UNKNOWN
2023-12-03T01:40,-0.9850563508985744,UNKNOWN
2023-12-03T01:41,-0.8850563508985729,UNKNOWN
2023-12-03T01:42,-0.7850563508985715,UNKNOWN
2023-12-03T01:43,-0.7850563508985715,UNKNOWN
2023-12-03T01:44,-0.6850563508985701,UNKNOWN
2023-12-03T01:45,-0.5850563508985687,UNKNOWN
2023-12-03T01:46,-0.5850563508985687,UNKNOWN
2023-12-03T01:47,-0.5850563508985687,UNKNOWN
2023-12-03T01:48,-0.48505635089857435,UNKNOWN
2023-12-03T01:49,-0.48505635089857435,UNKNOWN
2023-12-03T01:50,-0.48505635089857435,UNKNOWN
2023-12-03T01:51,-0.48505635089857435,UNKNOWN
2023-12-03T01:52,-0.48505635089857435,UNKNOWN
2023-12-03T01:53,-0.38505635089857293,UNKNOWN
2023-12-03T01:54,-0.38505635089857293,UNKNOWN
2023-12-03T01:55,-0.38505635089857293,UNKNOWN
2023-12-03T01:56,-0.38505635089857293,UNKNOWN
2023-12-03T01:57,-0.2850563508985715,UNKNOWN
2023-12-03T01:58,-0.1850563508985701,UNKNOWN
2023-12-03T01:59,-0.1850563508985701,UNKNOWN
2023-12-03T02:00,-0.08505635089856867,UNKNOWN
2023-12-03T02:01,0.014943649101425649,UNKNOWN
2023-12-03T02:02,0.014943649101425649,UNKNOWN
2023-12-03T02:03,0.11494364910142707,UNKNOWN
2023-12-03T02:04,0.2149436491014285,UNKNOWN
2023-12-03T02:05,0.3149436491014299,UNKNOWN
2023-12-03T02:06,0.3149436491014299,UNKNOWN
2023-12-03T02:07,0.41494364910143133,UNKNOWN
2023-12-03T02:08,0.5149436491014256,UNKNOWN
2023-12-03T02:09,0.5149436491014256,UNKNOWN
2023-12-03T02:10,0.6149436491014271,UNKNOWN
2023-12-03T02:11,0.6149436491014271,UNKNOWN
2023-12-03T02:12,0.7149436491014285,UNKNOWN
2023-12-03T02:13,0.8149436491014299,UNKNOWN
2023-12-03T02:14,0.8149436491014299,UNKNOWN
2023-12-03T02:15,0.8149436491014299,UNKNOWN
2023-12-03T02:16,0.9149436491014313,UNKNOWN
2023-12-03T02:17,0.9149436491014313,UNKNOWN
2023-12-03T02:18,1.0149436491014256,UNKNOWN
2023-12-03T02:19,1.0149436491014256,UNKNOWN
2023-12-03T02:20,1.114943649101427,UNKNOWN
2023-12-03T02:21,1.114943649101427,UNKNOWN
2023-12-03T02:22,1.2149436491014285,UNKNOWN
2023-12-03T02:23,1.2149436491014285,UNKNOWN
2023-12-03T02:24,1.31494364910143,UNKNOWN
2023-12-03T02:25,1.31494364910143,UNKNOWN
2023-12-03T02:26,1.31494364910143,UNKNOWN
2023-12-03T02:27,1.4149436491014313,UNKNOWN
2023-12-03T02:28,1.4149436491014313,UNKNOWN
2023-12-03T02:29,1.4149436491014313,UNKNOWN
2023-12-03T02:30,1.5149436491014256,UNKNOWN
2023-12-03T02:31,1.5149436491014256,UNKNOWN
2023-12-03T02:32,1.5149436491014256,UNKNOWN
2023-12-03T02:33,1.614943649101427,UNKNOWN
2023-12-03T02:34,1.614943649101427,UNKNOWN
2023-12-03T02:35,1.614943649101427,UNKNOWN
2023-12-03T02:36,1.614943649101427,UNKNOWN
2023-12-03T02:37,1.614943649101427,UNKNOWN
2023-12-03T02:38,1.614943649101427,UNKNOWN
2023-12-03T02:39,1.7149436491014285,UNKNOWN
2023-12-03T02:40,1.7149436491014285,UNKNOWN
2023-12-03T02:41,1.7149436491014285,UNKNOWN
2023-12-03T02:42,1.7149436491014285,UNKNOWN
2023-12-03T02:43,1.7149436491014285,UNKNOWN
2023-12-03T02:44,1.81494364910143,UNKNOWN
2023-12-03T02:45,1.81494364910143,UNKNOWN
2023-12-03T02:46,1.81494364910143,UNKNOWN
2023-12-03T02:47,1.81494364910143,UNKNOWN
2023-12-03T02:48,1.81494364910143,UNKNOWN
2023-12-03T02:49,1.81494364910143,UNKNOWN
2023-12-03T02:50,1.81494364910143,UNKNOWN
2023-12-03T02:51,1.81494364910143,UNKNOWN
2023-12-03T02:52,1.81494364910143,UNKNOWN
2023-12-03T02:53,1.81494364910143,UNKNOWN
2023-12-03T02:54,1.9149436491014313,UNKNOWN
2023-12-03T02:55,1.9149436491014313,UNKNOWN
2023-12-03T02:56,1.9149436491014313,UNKNOWN
2023-12-03T02:57,1.81494364910143,UNKNOWN
2023-12-03T02:58,1.81494364910143,UNKNOWN
2023-12-03T02:59,1.81494364910143,UNKNOWN
2023-12-03T03:00,1.81494364910143,UNKNOWN
2023-12-03T03:01,1.81494364910143,UNKNOWN
2023-12-03T03:02,1.81494364910143,UNKNOWN
2023-12-03T03:03,1.81494364910143,UNKNOWN
2023-12-03T03:04,1.81494364910143,UNKNOWN
2023-12-03T03:05,1.81494364910143,UNKNOWN
2023-12-03T03:06,1.81494364910143,UNKNOWN
2023-12-03T03:07,1.81494364910143,UNKNOWN
2023-12-03T03:08,1.81494364910143,UNKNOWN
2023-12-03T03:09,1.81494364910143,UNKNOWN
2023-12-03T03:10,1.81494364910143,UNKNOWN
2023-12-03T03:11,1.7149436491014285,UNKNOWN
2023-12-03T03:12,1.7149436491014285,UNKNOWN
2023-12-03T03:13,1.614943649101427,UNKNOWN
2023-12-03T03:14,1.614943649101427,UNKNOWN
2023-12-03T03:15,1.614943649101427,UNKNOWN
2023-12-03T03:16,1.614943649101427,UNKNOWN
2023-12-03T03:17,1.614943649101427,UNKNOWN
2023-12-03T03:18,1.614943649101427,UNKNOWN
2023-12-03T03:19,1.614943649101427,UNKNOWN
2023-12-03T03:20,1.614943649101427,UNKNOWN
2023-12-03T03:21,1.614943649101427,UNKNOWN
2023-12-03T03:22,1.614943649101427,UNKNOWN
2023-12-03T03:23,1.614943649101427,UNKNOWN
2023-12-03T03:24,1.614943649101427,UNKNOWN
2023-12-03T03:25,1.614943649101427,UNKNOWN
2023-12-03T03:26,1.614943649101427,UNKNOWN
2023-12-03T03:27,1.614943649101427,UNKNOWN
2023-12-03T03:28,1.614943649101427,UNKNOWN
2023-12-03T03:29,1.614943649101427,UNKNOWN
2023-12-03T03:30,1.614943649101427,UNKNOWN
2023-12-03T03:31,1.614943649101427,UNKNOWN
2023-12-03T03:32,1.614943649101427,UNKNOWN
2023-12-03T03:33,1.614943649101427,UNKNOWN
2023-12-03T03:34,1.614943649101427,UNKNOWN
2023-12-03T03:35,1.7149436491014285,UNKNOWN
2023-12-03T03:36,1.7149436491014285,UNKNOWN
2023-12-03T03:37,1.7149436491014285,UNKNOWN
2023-12-03T03:38,1.7149436491014285,UNKNOWN
2023-12-03T03:39,1.7149436491014285,UNKNOWN
2023-12-03T03:40,1.7149436491014285,UNKNOWN
2023-12-03T03:41,1.7149436491014285,UNKNOWN
2023-12-03T03:42,1.7149436491014285,UNKNOWN
2023-12-03T03:43,1.7149436491014285,UNKNOWN
2023-12-03T03:44,1.81494364910143,UNKNOWN
2023-12-03T03:45,1.81494364910143,UNKNOWN
2023-12-03T03:46,1.81494364910143,UNKNOWN
2023-12-03T03:47,1.81494364910143,UNKNOWN
2023-12-03T03:48,1.81494364910143,UNKNOWN
2023-12-03T03:49,1.81494364910143,UNKNOWN
2023-12-03T03:50,1.81494364910143,UNKNOWN
2023-12-03T03:51,1.81494364910143,UNKNOWN
2023-12-03T03:52,1.81494364910143,UNKNOWN
2023-12-03T03:53,1.81494364910143,UNKNOWN
2023-12-03T03:54,1.81494364910143,UNKNOWN
2023-12-03T03:55,1.81494364910143,UNKNOWN
2023-12-03T03:56,1.81494364910143,UNKNOWN
2023-12-03T03:57,1.81494364910143,UNKNOWN
2023-12-03T03:58,1.81494364910143,UNKNOWN
2023-12-03T03:59,1.614943649101427,UNKNOWN
2023-12-03T04:00,1.4149436491014313,UNKNOWN
2023-12-03T04:01,1.2149436491014285,UNKNOWN
2023-12-03T04:02,1.114943649101427,UNKNOWN
2023-12-03T04:03,1.0149436491014256,UNKNOWN
2023-12-03T04:04,1.0149436491014256,UNKNOWN
2023-12-03T04:05,0.9149436491014313,UNKNOWN
2023-12-03T04:06,0.9149436491014313,UNKNOWN
2023-12-03T04:07,0.8149436491014299,UNKNOWN
2023-12-03T04:08,0.8149436491014299,UNKNOWN
2023-12-03T04:09,0.8149436491014299,UNKNOWN
2023-12-03T04:10,0.8149436491014299,UNKNOWN
2023-12-03T04:11,0.8149436491014299,UNKNOWN
2023-12-03T04:12,0.8149436491014299,UNKNOWN
2023-12-03T04:13,0.8149436491014299,UNKNOWN
2023-12-03T04:14,0.8149436491014299,UNKNOWN
2023-12-03T04:15,0.8149436491014299,UNKNOWN
2023-12-03T04:16,0.8149436491014299,UNKNOWN
2023-12-03T04:17,0.8149436491014299,UNKNOWN
2023-12-03T04:18,0.8149436491014299,UNKNOWN
2023-12-03T04:19,0.8149436491014299,UNKNOWN
2023-12-03T04:20,0.8149436491014299,UNKNOWN
2023-12-03T04:21,0.8149436491014299,UNKNOWN
2023-12-03T04:22,0.8149436491014299,UNKNOWN
2023-12-03T04:23,0.8149436491014299,UNKNOWN
2023-12-03T04:24,0.8149436491014299,UNKNOWN
2023-12-03T04:25,0.8149436491014299,UNKNOWN
2023-12-03T04:26,0.8149436491014299,UNKNOWN
2023-12-03T04:27,0.8149436491014299,UNKNOWN
2023-12-03T04:28,0.6149436491014271,UNKNOWN
2023-12-03T04:29,0.41494364910143133,UNKNOWN
