wire_id,device_type,serial_number,enabled,fw_version
E17CDB3E5435,Inspire 2,,false,APP53.20001.124.76 BSL53.0.0 PERIPH|BT_RADIO|5.8.223|0 PERIPH|TOUCH|0.42.236|1 ASSETS|1|10693
