timestamp,bucket_values
2023-08-15T06:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.002, 0.002, 0.003, 0.013, 0.057, 0.128, 0.175, 0.186, 0.19, 0.152, 0.064, 0.017, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-08-18T07:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.001, 0.002, 0.002, 0.004, 0.031, 0.1, 0.191, 0.217, 0.192, 0.137, 0.076, 0.033, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-08-19T08:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.001, 0.001, 0.002, 0.003, 0.013, 0.047, 0.134, 0.244, 0.238, 0.183, 0.093, 0.029, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-08-21T08:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.002, 0.003, 0.019, 0.106, 0.268, 0.299, 0.184, 0.08, 0.026, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-08-22T09:08:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.002, 0.004, 0.01, 0.026, 0.095, 0.22, 0.267, 0.194, 0.114, 0.045, 0.013, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-08-23T07:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.002, 0.003, 0.007, 0.062, 0.192, 0.234, 0.225, 0.164, 0.082, 0.02, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-08-24T08:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.003, 0.011, 0.033, 0.075, 0.151, 0.264, 0.273, 0.138, 0.037, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-08-25T07:30:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.006, 0.008, 0.017, 0.025, 0.065, 0.11, 0.209, 0.255, 0.199, 0.07, 0.018, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-08-28T07:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.005, 0.02, 0.084, 0.18, 0.223, 0.237, 0.156, 0.069, 0.015, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-08-29T09:18:30,"[0.0, 0.0, 0.0, 0.002, 0.001, 0.001, 0.001, 0.001, 0.003, 0.003, 0.004, 0.008, 0.025, 0.067, 0.143, 0.25, 0.277, 0.158, 0.046, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0]"
2023-08-30T08:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.001, 0.005, 0.021, 0.087, 0.155, 0.169, 0.229, 0.207, 0.09, 0.023, 0.005, 0.001, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-09-09T08:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.003, 0.005, 0.04, 0.134, 0.131, 0.124, 0.158, 0.18, 0.127, 0.06, 0.021, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-09-10T10:15:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.001, 0.002, 0.004, 0.012, 0.032, 0.09, 0.191, 0.281, 0.231, 0.106, 0.034, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-09-11T09:23:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.006, 0.01, 0.03, 0.105, 0.207, 0.235, 0.191, 0.118, 0.066, 0.02, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
