timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-10T03:00:00,33.652,0.821,2213.91,184.456
2023-10-10T03:05:00,21.788,1.005,584.55,159.694
2023-10-10T03:10:00,37.311,1.004,3359.37,207.041
2023-10-10T03:15:00,37.916,1.001,444.602,264.811
2023-10-10T03:20:00,35.415,0.915,1815.951,123.706
2023-10-10T03:25:00,28.591,0.987,99.699,128.303
2023-10-10T03:30:00,26.705,0.985,162.897,121.737
2023-10-10T03:35:00,28.578,0.977,388.919,124.461
2023-10-10T03:40:00,24.59,1.002,250.537,112.01
2023-10-10T03:45:00,24.829,1.004,192.273,111.141
2023-10-10T03:50:00,21.765,1.005,306.313,88.321
2023-10-10T03:55:00,20.423,1.0,1620.343,99.183
2023-10-10T04:00:00,32.358,0.989,1641.821,124.776
2023-10-10T04:05:00,32.983,1.004,2764.835,206.464
2023-10-10T04:10:00,35.564,0.988,1802.353,240.387
2023-10-10T04:15:00,35.294,0.986,3005.606,199.837
2023-10-10T04:20:00,45.299,0.949,1469.273,397.845
2023-10-10T04:25:00,31.793,1.001,1954.463,433.255
2023-10-10T04:30:00,28.177,1.002,245.125,107.28
2023-10-10T04:35:00,34.542,1.005,679.407,321.979
2023-10-10T04:40:00,32.143,1.002,383.943,301.871
2023-10-10T04:45:00,34.0,1.005,732.351,254.633
2023-10-10T04:50:00,40.239,1.002,3257.273,242.609
2023-10-10T04:55:00,46.742,0.906,4546.728,340.138
2023-10-10T05:00:00,45.349,0.981,5263.96,397.689
2023-10-10T05:05:00,44.758,1.004,3569.751,302.439
2023-10-10T05:10:00,36.568,0.914,1841.477,232.354
2023-10-10T05:15:00,37.709,1.001,800.571,257.732
2023-10-10T05:20:00,29.691,1.004,529.802,161.95
2023-10-10T05:25:00,34.882,0.986,3046.231,183.445
2023-10-10T05:30:00,32.956,1.003,620.332,154.793
2023-10-10T05:35:00,47.408,0.982,4099.501,401.474
2023-10-10T05:40:00,34.985,1.0,1667.445,146.278
2023-10-10T05:45:00,27.065,1.003,1542.84,73.458
2023-10-10T05:50:00,22.789,0.973,1814.113,44.143
2023-10-10T05:55:00,39.395,0.974,4587.335,226.454
2023-10-10T06:00:00,33.178,1.004,1931.572,132.487
2023-10-10T06:05:00,26.828,1.004,3021.289,77.141
2023-10-10T06:10:00,28.942,1.002,1115.299,94.228
2023-10-10T06:15:00,35.837,0.983,873.336,303.558
2023-10-10T06:20:00,34.402,1.004,1060.172,182.144
2023-10-10T06:25:00,26.077,1.005,1861.319,203.487
2023-10-10T06:30:00,20.007,0.998,165.282,64.651
2023-10-10T06:35:00,23.973,0.997,335.647,145.976
2023-10-10T06:40:00,22.324,1.004,389.862,107.899
2023-10-10T06:45:00,22.467,1.003,300.903,108.412
2023-10-10T06:50:00,23.265,1.004,341.746,118.329
2023-10-10T06:55:00,28.612,0.972,3407.25,300.695
2023-10-10T07:00:00,30.471,1.005,863.954,124.453
2023-10-10T07:05:00,31.524,0.973,2629.754,96.671
2023-10-10T07:10:00,28.843,1.004,2302.348,107.939
2023-10-10T07:15:00,24.649,0.988,1167.428,95.587
2023-10-10T07:20:00,22.571,1.003,2714.591,101.545
2023-10-10T07:25:00,18.284,0.998,589.049,33.548
2023-10-10T07:30:00,26.583,0.932,1655.366,122.046
2023-10-10T07:35:00,36.851,0.995,2941.382,219.328
2023-10-10T07:40:00,37.758,0.952,2771.421,188.451
