timestamp,rmssd,coverage,low_frequency,high_frequency
2023-12-14T00:00:00,39.191,0.969,470.747,229.483
2023-12-14T00:05:00,37.419,0.763,324.475,253.784
2023-12-14T00:10:00,42.46,0.963,311.354,322.133
2023-12-14T00:15:00,54.409,1.002,425.427,462.923
2023-12-14T00:20:00,44.506,1.004,470.307,237.105
2023-12-14T00:25:00,27.849,1.0,222.641,146.793
2023-12-14T00:30:00,29.465,1.004,123.385,137.875
2023-12-14T00:35:00,28.437,1.002,104.781,179.252
2023-12-14T00:40:00,28.53,1.005,87.794,166.478
2023-12-14T00:45:00,25.594,1.003,118.994,113.421
2023-12-14T00:50:00,26.871,1.0,104.598,113.085
2023-12-14T00:55:00,26.223,1.004,138.09,123.452
2023-12-14T01:00:00,25.5,1.002,162.708,118.202
2023-12-14T01:05:00,28.155,1.0,148.491,146.773
2023-12-14T01:10:00,28.688,0.995,260.87,158.261
2023-12-14T01:15:00,37.59,0.768,552.614,188.722
2023-12-14T01:20:00,56.138,0.884,581.346,548.61
2023-12-14T01:25:00,48.384,0.968,1437.112,316.254
2023-12-14T01:30:00,52.398,1.004,468.593,495.091
2023-12-14T01:35:00,51.469,0.946,420.852,275.633
2023-12-14T01:40:00,53.296,0.972,234.637,488.628
2023-12-14T01:45:00,43.033,0.899,455.361,230.943
2023-12-14T01:50:00,33.926,0.973,435.597,146.529
2023-12-14T01:55:00,35.827,0.958,528.951,179.097
2023-12-14T02:00:00,32.806,0.969,373.245,169.137
2023-12-14T02:05:00,42.157,0.981,936.389,687.113
2023-12-14T02:10:00,49.612,0.955,478.396,413.407
2023-12-14T02:15:00,47.158,0.983,219.684,382.116
2023-12-14T02:20:00,48.298,0.97,402.968,305.683
2023-12-14T02:25:00,44.001,0.907,662.167,202.119
2023-12-14T02:30:00,50.524,0.989,314.076,417.135
2023-12-14T02:35:00,60.501,0.984,541.79,537.81
2023-12-14T02:40:00,60.386,0.958,3940.196,1887.601
2023-12-14T02:45:00,86.946,0.906,2272.629,1058.283
2023-12-14T02:50:00,71.309,0.999,874.912,722.698
2023-12-14T02:55:00,67.613,1.001,2068.103,554.065
2023-12-14T03:00:00,62.478,1.005,427.853,599.783
2023-12-14T03:05:00,62.036,0.985,430.984,535.774
2023-12-14T03:10:00,67.035,0.934,855.257,580.232
2023-12-14T03:15:00,70.937,1.003,395.651,865.16
2023-12-14T03:20:00,68.601,1.003,1414.73,847.821
2023-12-14T03:25:00,58.42,0.939,349.577,475.269
2023-12-14T03:30:00,55.009,0.987,559.66,580.94
2023-12-14T03:35:00,67.95,1.003,1197.086,818.214
2023-12-14T03:40:00,61.728,0.98,1811.787,652.274
2023-12-14T03:45:00,61.57,0.922,514.78,469.087
2023-12-14T03:50:00,55.648,0.996,232.882,482.69
2023-12-14T03:55:00,66.746,0.941,1177.389,617.899
2023-12-14T04:00:00,68.519,0.996,744.5,590.4
2023-12-14T04:05:00,62.259,1.005,300.729,521.367
2023-12-14T04:10:00,67.7,0.991,1921.608,578.658
2023-12-14T04:15:00,77.116,0.946,471.699,956.887
2023-12-14T04:20:00,79.008,0.992,1318.843,895.007
2023-12-14T04:25:00,88.657,1.005,714.606,872.072
2023-12-14T04:30:00,77.379,0.924,1635.315,782.446
2023-12-14T04:35:00,77.981,0.953,568.415,571.636
2023-12-14T04:40:00,76.72,0.937,402.18,710.906
2023-12-14T04:45:00,67.079,0.995,2016.925,598.87
2023-12-14T04:50:00,61.281,1.003,430.043,640.451
2023-12-14T04:55:00,61.2,0.96,338.85,519.635
2023-12-14T05:00:00,63.693,1.005,431.315,490.417
2023-12-14T05:05:00,65.79,1.001,531.971,542.926
2023-12-14T05:10:00,60.641,1.007,1414.978,717.096
2023-12-14T05:15:00,69.566,0.935,898.818,698.901
2023-12-14T05:20:00,62.642,0.996,830.542,493.798
2023-12-14T05:25:00,51.772,0.993,696.63,370.472
2023-12-14T05:30:00,53.489,0.997,492.019,395.985
2023-12-14T05:35:00,69.681,0.964,1575.917,673.149
2023-12-14T05:40:00,62.309,1.005,760.63,585.71
2023-12-14T05:45:00,73.123,0.917,7218.122,1287.409
2023-12-14T05:50:00,77.364,1.001,729.061,826.01
2023-12-14T05:55:00,65.119,0.956,1546.43,568.213
2023-12-14T06:00:00,54.966,0.959,473.733,418.657
2023-12-14T06:05:00,68.522,0.995,540.126,693.672
2023-12-14T06:10:00,63.487,0.994,1154.088,508.217
2023-12-14T06:15:00,69.965,0.962,640.331,642.19
2023-12-14T06:20:00,58.181,0.96,983.968,468.49
2023-12-14T06:25:00,62.004,1.002,557.461,458.831
2023-12-14T06:30:00,75.507,1.003,2196.636,923.589
2023-12-14T06:35:00,45.451,1.002,1255.527,211.114
2023-12-14T06:40:00,55.191,1.002,908.508,404.233
2023-12-14T06:45:00,51.324,1.003,506.467,362.624
2023-12-14T06:50:00,57.966,0.94,1282.215,331.687
2023-12-14T06:55:00,53.834,0.983,410.112,381.208
2023-12-14T07:00:00,51.612,0.876,1235.529,285.589
2023-12-14T07:05:00,54.493,1.0,678.593,411.779
2023-12-14T07:10:00,55.837,0.981,643.015,456.322
2023-12-14T07:15:00,52.366,0.943,643.181,385.686
2023-12-14T07:20:00,65.969,0.998,644.948,510.608
2023-12-14T07:25:00,59.621,1.001,870.411,535.027
2023-12-14T07:30:00,52.277,0.958,1074.535,383.454
2023-12-14T07:35:00,52.989,0.961,828.19,424.275
2023-12-14T07:40:00,73.392,1.002,6081.797,2267.659
2023-12-14T07:45:00,70.038,1.005,817.124,630.412
2023-12-14T07:50:00,68.863,0.933,2536.726,813.694
2023-12-14T07:55:00,89.08,0.941,1207.894,1013.584
2023-12-14T08:00:00,55.668,1.002,1003.27,426.022
2023-12-14T08:05:00,57.506,0.954,471.472,470.844
2023-12-14T08:10:00,61.314,0.987,801.034,650.682
2023-12-14T08:15:00,56.528,0.995,545.55,482.208
2023-12-14T08:20:00,48.933,1.002,582.993,386.094
2023-12-14T08:25:00,47.291,0.996,496.702,306.345
2023-12-14T08:30:00,63.86,0.936,1097.26,803.364
2023-12-14T08:35:00,60.6,1.005,542.478,500.806
2023-12-14T08:40:00,58.234,0.99,414.73,497.996
2023-12-14T08:45:00,55.194,1.001,363.807,449.148
2023-12-14T08:50:00,61.659,0.96,1112.007,596.665
