timestamp,rmssd,coverage,low_frequency,high_frequency
2023-09-30T01:30:00,75.96,0.77,1021.54,453.296
2023-09-30T01:35:00,70.681,0.817,1278.871,719.946
2023-09-30T01:40:00,116.924,0.722,6978.202,2380.25
2023-09-30T01:45:00,89.977,0.875,1357.953,1167.197
2023-09-30T01:50:00,88.692,0.875,1850.293,1172.408
2023-09-30T01:55:00,45.623,0.828,1017.306,272.546
2023-09-30T02:00:00,46.929,0.979,340.067,400.777
2023-09-30T02:05:00,39.842,0.995,1052.343,266.985
2023-09-30T02:10:00,37.156,1.002,927.156,233.782
2023-09-30T02:15:00,36.575,0.96,471.2,189.757
2023-09-30T02:20:00,35.648,0.996,905.756,231.999
2023-09-30T02:25:00,34.212,1.004,852.831,237.12
2023-09-30T02:30:00,36.944,0.979,1925.893,170.298
2023-09-30T02:35:00,37.116,0.994,1198.981,224.639
2023-09-30T02:40:00,40.939,0.903,1108.472,381.036
2023-09-30T02:45:00,40.11,1.0,1526.518,496.583
2023-09-30T02:50:00,40.006,1.004,909.897,255.206
2023-09-30T02:55:00,32.214,1.005,509.474,248.18
2023-09-30T03:00:00,22.169,0.976,210.948,104.077
2023-09-30T03:05:00,25.6,0.925,422.696,144.645
2023-09-30T03:10:00,23.144,0.986,316.411,145.182
2023-09-30T03:15:00,22.045,1.002,338.963,141.827
2023-09-30T03:20:00,42.167,0.728,15815.152,801.382
2023-09-30T03:25:00,38.596,0.905,260.605,245.968
2023-09-30T03:30:00,29.953,1.003,1305.306,193.371
2023-09-30T03:35:00,33.634,0.96,844.031,263.15
2023-09-30T03:40:00,30.018,1.003,199.777,217.356
2023-09-30T03:45:00,28.401,1.0,463.43,150.74
2023-09-30T03:50:00,25.581,1.005,160.549,95.39
2023-09-30T03:55:00,28.791,0.935,324.825,153.692
2023-09-30T04:00:00,29.201,1.003,477.162,182.612
2023-09-30T04:05:00,31.847,1.004,749.554,171.316
2023-09-30T04:10:00,32.004,0.936,289.793,184.904
2023-09-30T04:15:00,34.203,0.998,123.988,133.27
2023-09-30T04:20:00,39.092,1.004,426.835,232.845
2023-09-30T04:25:00,28.298,1.005,250.579,129.384
2023-09-30T04:30:00,32.28,0.962,905.102,241.015
2023-09-30T04:35:00,34.819,0.994,240.637,198.014
2023-09-30T04:40:00,31.354,0.995,754.144,164.746
2023-09-30T04:45:00,30.136,1.0,577.417,129.253
2023-09-30T04:50:00,39.226,0.954,868.744,248.024
2023-09-30T04:55:00,32.621,0.946,795.281,146.73
2023-09-30T05:00:00,39.54,0.994,379.353,255.546
2023-09-30T05:05:00,42.381,1.001,263.008,269.376
2023-09-30T05:10:00,39.981,1.007,467.151,203.148
2023-09-30T05:15:00,33.351,1.001,116.804,159.245
2023-09-30T05:20:00,38.138,0.983,151.721,264.9
2023-09-30T05:25:00,35.635,1.005,164.832,238.616
2023-09-30T05:30:00,33.865,0.994,761.472,168.236
2023-09-30T05:35:00,39.591,1.003,222.434,194.519
2023-09-30T05:40:00,41.637,1.004,227.827,282.034
2023-09-30T05:45:00,48.07,0.969,801.035,326.501
2023-09-30T05:50:00,47.093,1.003,458.425,266.823
2023-09-30T05:55:00,36.103,0.928,1176.876,176.923
2023-09-30T06:00:00,43.836,1.002,186.652,270.333
2023-09-30T06:05:00,40.69,0.97,440.561,255.071
2023-09-30T06:10:00,45.197,0.996,952.131,248.797
2023-09-30T06:15:00,52.882,0.986,2294.59,356.87
2023-09-30T06:20:00,47.107,1.002,801.836,321.003
2023-09-30T06:25:00,40.704,0.981,301.444,208.916
2023-09-30T06:30:00,38.483,0.995,394.512,215.373
2023-09-30T06:35:00,42.0,0.981,293.729,254.994
2023-09-30T06:40:00,52.691,0.934,542.844,480.557
2023-09-30T06:45:00,56.092,0.988,456.919,448.348
2023-09-30T06:50:00,44.172,0.922,635.53,306.255
2023-09-30T06:55:00,60.836,1.003,998.051,471.643
2023-09-30T07:00:00,58.396,0.97,1284.65,583.719
2023-09-30T07:05:00,51.663,1.001,467.631,607.432
2023-09-30T07:10:00,55.027,0.966,541.311,465.641
2023-09-30T07:15:00,61.318,1.003,1593.679,674.854
2023-09-30T07:20:00,60.498,1.004,754.903,479.722
2023-09-30T07:25:00,37.337,0.985,473.441,135.912
2023-09-30T07:30:00,55.182,1.004,860.301,498.73
2023-09-30T07:35:00,51.427,0.952,1267.419,580.872
2023-09-30T07:40:00,33.543,0.983,336.325,204.678
2023-09-30T07:45:00,35.856,0.973,824.863,267.937
2023-09-30T07:50:00,46.999,0.973,489.609,382.575
2023-09-30T07:55:00,36.54,0.895,967.203,175.515
2023-09-30T08:00:00,53.062,0.977,1192.042,467.146
2023-09-30T08:05:00,50.708,0.997,528.38,412.489
2023-09-30T08:10:00,55.583,0.975,212.592,430.104
2023-09-30T08:15:00,49.16,0.997,453.333,295.262
2023-09-30T08:20:00,48.765,0.983,499.301,470.798
2023-09-30T08:25:00,47.228,0.991,386.073,353.196
2023-09-30T08:30:00,73.484,0.871,1323.836,896.635
2023-09-30T08:35:00,94.079,0.977,1119.1,1476.67
2023-09-30T08:40:00,92.978,0.983,3227.391,1426.326
2023-09-30T08:45:00,85.28,0.92,2520.066,1222.04
2023-09-30T08:50:00,81.782,0.81,829.301,937.708
