timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-12T01:05:00,43.426,0.944,319.929,289.479
2023-10-12T01:10:00,39.246,0.997,867.878,341.756
2023-10-12T01:15:00,39.478,0.963,755.608,342.048
2023-10-12T01:20:00,42.686,0.951,965.294,370.154
2023-10-12T01:25:00,36.014,0.971,624.315,259.336
2023-10-12T01:30:00,39.695,0.986,210.312,314.158
2023-10-12T01:35:00,35.773,0.996,151.693,277.502
2023-10-12T01:40:00,33.272,1.003,118.548,205.529
2023-10-12T01:45:00,29.774,1.004,470.572,183.274
2023-10-12T01:50:00,21.461,1.003,110.916,109.846
2023-10-12T01:55:00,20.18,1.003,165.644,100.012
2023-10-12T02:00:00,19.445,1.002,284.686,89.044
2023-10-12T02:05:00,18.319,1.004,157.905,77.27
2023-10-12T02:10:00,19.044,1.0,131.102,91.318
2023-10-12T02:15:00,19.157,0.952,1104.848,85.366
2023-10-12T02:20:00,21.347,1.001,234.071,75.384
2023-10-12T02:25:00,19.811,1.003,256.527,92.955
2023-10-12T02:30:00,16.312,1.002,107.533,52.473
2023-10-12T02:35:00,26.029,0.942,190.103,131.968
2023-10-12T02:40:00,27.238,0.998,603.943,128.39
2023-10-12T02:45:00,24.162,1.005,106.805,89.512
2023-10-12T02:50:00,25.77,0.982,124.048,107.123
2023-10-12T02:55:00,25.941,0.89,1237.579,86.483
2023-10-12T03:00:00,26.196,1.0,755.915,139.321
2023-10-12T03:05:00,23.508,1.004,169.075,133.763
2023-10-12T03:10:00,25.057,0.998,208.773,107.986
2023-10-12T03:15:00,26.813,1.006,424.748,129.173
2023-10-12T03:20:00,31.004,0.929,461.516,194.574
2023-10-12T03:25:00,36.043,0.951,1194.138,173.942
2023-10-12T03:30:00,33.069,0.993,643.054,148.21
2023-10-12T03:35:00,42.222,1.004,179.211,291.074
2023-10-12T03:40:00,45.923,0.998,728.487,405.514
2023-10-12T03:45:00,39.295,0.96,408.406,187.287
2023-10-12T03:50:00,36.016,1.002,462.292,208.651
2023-10-12T03:55:00,65.755,0.849,274.061,724.753
2023-10-12T04:00:00,61.594,1.004,516.471,621.09
2023-10-12T04:05:00,66.701,1.002,412.447,646.227
2023-10-12T04:10:00,57.273,0.969,860.481,516.943
2023-10-12T04:15:00,41.596,0.998,583.998,316.784
2023-10-12T04:20:00,40.843,0.985,745.897,232.218
2023-10-12T04:25:00,38.175,1.004,1077.601,239.305
2023-10-12T04:30:00,47.891,0.915,796.58,487.236
2023-10-12T04:35:00,43.833,1.003,515.466,269.369
2023-10-12T04:40:00,48.853,0.999,692.565,324.51
2023-10-12T04:45:00,54.719,0.912,892.394,333.336
2023-10-12T04:50:00,49.845,0.959,626.28,370.517
2023-10-12T04:55:00,45.27,0.996,1248.266,314.185
2023-10-12T05:00:00,44.294,0.948,590.7,262.554
2023-10-12T05:05:00,40.981,1.002,924.316,331.374
2023-10-12T05:10:00,46.029,1.0,872.65,395.715
2023-10-12T05:15:00,38.516,1.003,932.501,247.966
2023-10-12T05:20:00,40.221,1.003,841.46,324.004
2023-10-12T05:25:00,39.786,0.961,961.503,296.511
2023-10-12T05:30:00,50.562,1.005,1336.28,436.57
2023-10-12T05:35:00,51.634,1.001,1376.296,511.003
2023-10-12T05:40:00,45.576,1.004,1320.236,381.467
