timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-16T01:10:00,35.077,0.87,365.467,169.726
2023-10-16T01:15:00,36.286,0.923,908.906,189.043
2023-10-16T01:20:00,36.97,1.002,212.97,237.511
2023-10-16T01:25:00,34.941,0.795,463.465,243.18
2023-10-16T01:30:00,41.101,0.789,665.757,220.123
2023-10-16T01:35:00,27.716,0.993,380.932,148.552
2023-10-16T01:45:00,20.594,1.004,93.761,83.405
2023-10-16T01:50:00,22.777,0.993,197.927,82.225
2023-10-16T01:55:00,20.658,0.888,483.539,79.26
2023-10-16T02:00:00,23.995,0.958,271.591,128.682
2023-10-16T02:05:00,30.058,0.892,817.139,126.437
2023-10-16T02:10:00,32.872,0.96,308.757,209.74
2023-10-16T02:15:00,44.978,1.004,1785.249,350.838
2023-10-16T02:20:00,48.972,0.96,2359.05,366.353
2023-10-16T02:25:00,43.226,0.988,1050.403,370.734
2023-10-16T02:35:00,26.909,1.004,213.179,161.458
2023-10-16T02:40:00,29.598,0.996,215.574,185.24
2023-10-16T02:45:00,21.763,1.005,233.278,92.743
2023-10-16T02:50:00,22.218,0.876,142.554,102.204
2023-10-16T02:55:00,28.462,0.989,227.919,164.929
2023-10-16T03:00:00,22.003,0.98,119.05,89.227
2023-10-16T03:05:00,23.293,1.001,147.159,108.856
2023-10-16T03:10:00,23.888,0.932,158.347,123.375
2023-10-16T03:15:00,25.623,0.851,440.647,114.408
2023-10-16T03:20:00,21.803,1.003,148.666,83.056
2023-10-16T03:25:00,23.178,0.934,232.28,89.091
2023-10-16T03:35:00,34.875,0.913,221.168,139.557
2023-10-16T03:40:00,24.394,0.998,191.124,100.644
2023-10-16T03:50:00,44.15,0.842,448.429,412.594
2023-10-16T03:55:00,35.504,0.999,311.37,222.401
2023-10-16T04:00:00,23.55,0.997,379.358,92.091
2023-10-16T04:05:00,48.72,0.719,368.31,364.336
2023-10-16T04:10:00,33.076,0.874,308.809,169.646
2023-10-16T04:15:00,29.278,1.003,391.509,213.393
2023-10-16T04:20:00,27.399,1.002,119.969,187.999
2023-10-16T04:25:00,35.142,0.88,296.289,206.046
2023-10-16T04:30:00,51.906,0.982,1042.285,525.479
2023-10-16T04:35:00,46.478,0.913,1233.782,300.872
2023-10-16T04:40:00,46.616,0.998,1494.027,418.197
2023-10-16T04:45:00,50.025,0.921,708.172,457.361
2023-10-16T04:50:00,46.783,0.921,691.34,444.665
2023-10-16T04:55:00,54.924,0.958,1965.708,745.582
2023-10-16T05:00:00,49.18,0.961,1420.496,372.351
2023-10-16T05:05:00,54.252,0.926,1989.778,433.27
