timestamp,rmssd,coverage,low_frequency,high_frequency
2023-11-24T00:25:00,58.179,0.951,1411.349,573.704
2023-11-24T00:35:00,58.075,0.874,3194.57,717.667
2023-11-24T00:40:00,57.037,0.963,1119.524,412.972
2023-11-24T00:45:00,53.282,0.896,945.04,268.375
2023-11-24T00:50:00,56.528,1.005,335.91,486.348
2023-11-24T00:55:00,56.394,1.003,161.994,332.004
2023-11-24T01:00:00,59.033,0.954,414.079,411.982
2023-11-24T01:05:00,73.392,0.985,583.018,690.224
2023-11-24T01:10:00,62.681,0.964,169.775,567.176
2023-11-24T01:15:00,64.642,0.982,265.815,627.407
2023-11-24T01:20:00,65.712,0.99,171.424,558.858
2023-11-24T01:25:00,60.042,1.007,315.009,517.128
2023-11-24T01:30:00,53.948,1.004,246.248,512.165
2023-11-24T01:35:00,55.853,1.002,200.074,478.863
2023-11-24T01:40:00,65.185,1.004,220.391,645.179
2023-11-24T01:45:00,46.816,1.001,1077.897,359.879
2023-11-24T01:50:00,53.329,1.005,380.816,482.042
2023-11-24T01:55:00,54.992,1.003,529.569,502.457
2023-11-24T02:00:00,53.29,1.006,583.777,419.136
2023-11-24T02:05:00,56.206,1.002,291.568,486.567
2023-11-24T02:10:00,57.495,0.996,282.954,368.4
2023-11-24T02:15:00,57.591,1.004,250.947,486.715
2023-11-24T02:20:00,61.035,1.004,325.246,559.682
2023-11-24T02:25:00,58.956,0.859,878.035,312.901
2023-11-24T02:30:00,55.489,1.004,662.587,554.181
2023-11-24T02:35:00,53.022,0.938,777.411,514.094
2023-11-24T02:40:00,58.015,1.003,389.883,485.518
2023-11-24T02:45:00,56.389,1.006,566.122,444.771
2023-11-24T02:50:00,51.213,1.004,368.073,322.108
2023-11-24T02:55:00,57.853,1.003,236.463,506.948
2023-11-24T03:00:00,59.228,1.002,883.686,459.67
2023-11-24T03:05:00,56.623,1.006,464.08,448.035
2023-11-24T03:10:00,45.13,0.866,1111.284,531.402
2023-11-24T03:15:00,58.837,0.926,622.633,568.651
2023-11-24T03:20:00,63.037,1.003,359.303,581.283
2023-11-24T03:25:00,59.341,0.941,1353.098,462.537
2023-11-24T03:30:00,63.217,1.005,564.739,541.831
2023-11-24T03:35:00,71.132,1.003,338.981,658.698
2023-11-24T03:40:00,77.562,1.004,812.075,836.738
2023-11-24T03:45:00,63.129,0.949,1655.24,564.637
2023-11-24T03:50:00,66.173,0.847,15082.397,1086.682
2023-11-24T03:55:00,85.96,0.934,14237.492,3025.196
2023-11-24T04:00:00,81.755,0.925,2742.084,1862.23
2023-11-24T04:10:00,74.35,1.002,622.132,1264.341
2023-11-24T04:15:00,92.74,1.003,1418.663,877.199
2023-11-24T04:20:00,88.644,0.915,1187.745,575.949
2023-11-24T04:25:00,74.382,1.002,796.685,893.974
2023-11-24T04:30:00,57.128,0.932,920.649,477.889
2023-11-24T04:35:00,44.131,0.997,437.617,297.406
2023-11-24T04:40:00,48.542,1.003,532.143,321.444
2023-11-24T04:45:00,43.675,0.956,950.015,259.391
2023-11-24T04:50:00,41.878,1.004,209.154,191.994
2023-11-24T04:55:00,48.498,0.994,236.891,323.703
2023-11-24T05:00:00,49.625,0.995,743.184,361.84
2023-11-24T05:05:00,48.441,0.989,591.216,291.095
2023-11-24T05:10:00,47.946,0.964,434.475,256.252
2023-11-24T05:15:00,61.329,1.004,494.512,579.269
2023-11-24T05:20:00,62.887,1.007,315.852,519.868
2023-11-24T05:25:00,64.216,1.003,275.469,517.929
2023-11-24T05:30:00,64.394,0.988,4189.663,583.006
2023-11-24T05:35:00,63.464,1.006,1689.856,588.048
2023-11-24T05:40:00,59.644,0.957,1166.856,392.763
2023-11-24T05:45:00,69.229,1.003,889.853,627.036
2023-11-24T05:50:00,68.277,1.004,817.743,848.51
2023-11-24T05:55:00,68.124,0.969,1095.295,478.89
2023-11-24T06:00:00,47.814,1.003,2169.184,405.351
2023-11-24T06:05:00,40.905,1.004,1099.98,225.491
2023-11-24T06:10:00,49.209,1.004,873.666,415.258
2023-11-24T06:15:00,46.141,0.951,1896.771,246.578
2023-11-24T06:20:00,45.923,0.964,454.339,374.171
2023-11-24T06:25:00,48.126,1.005,595.327,344.232
2023-11-24T06:30:00,52.204,0.993,367.63,309.667
2023-11-24T06:35:00,55.848,0.942,1807.654,371.51
2023-11-24T06:40:00,55.802,1.004,231.179,337.059
2023-11-24T06:45:00,57.281,1.005,668.969,410.444
2023-11-24T06:50:00,64.971,0.951,505.429,471.768
2023-11-24T06:55:00,58.453,1.002,509.553,387.695
2023-11-24T07:00:00,63.265,0.954,596.366,476.534
2023-11-24T07:05:00,75.324,0.989,378.623,885.344
2023-11-24T07:10:00,64.435,0.966,1515.895,481.772
2023-11-24T07:15:00,66.22,1.001,676.862,627.29
2023-11-24T07:20:00,72.638,0.979,421.449,696.205
2023-11-24T07:25:00,88.454,1.005,876.095,1087.415
2023-11-24T07:30:00,93.324,1.002,1889.364,1162.965
2023-11-24T07:35:00,93.786,0.966,1468.799,1308.836
2023-11-24T07:40:00,122.054,1.002,1844.69,1645.784
2023-11-24T07:45:00,78.184,1.004,2517.856,823.164
2023-11-24T07:50:00,89.918,0.984,3729.199,1386.485
2023-11-24T07:55:00,88.313,0.996,2767.389,1626.262
2023-11-24T08:00:00,107.536,0.95,1024.969,2149.317
2023-11-24T08:05:00,51.883,0.888,854.901,534.01
