timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-08T00:35:00,48.951,0.976,283.525,257.995
2023-10-08T00:40:00,51.709,0.948,190.273,317.471
2023-10-08T00:45:00,47.718,0.937,276.007,329.165
2023-10-08T00:50:00,47.192,1.005,180.513,343.899
2023-10-08T00:55:00,44.75,1.004,138.185,220.918
2023-10-08T01:00:00,43.037,0.993,167.563,264.005
2023-10-08T01:05:00,50.935,1.005,115.515,456.634
2023-10-08T01:10:00,49.144,0.996,185.817,421.286
2023-10-08T01:15:00,40.881,0.994,308.807,230.001
2023-10-08T01:20:00,40.659,0.985,272.727,277.683
2023-10-08T01:25:00,44.435,1.004,315.169,337.475
2023-10-08T01:30:00,43.754,0.997,1505.314,394.314
2023-10-08T01:35:00,43.17,1.002,1331.898,380.541
2023-10-08T01:40:00,39.922,1.002,219.091,277.549
2023-10-08T01:45:00,37.292,1.0,196.393,252.59
2023-10-08T01:50:00,37.13,1.006,251.947,247.61
2023-10-08T01:55:00,35.647,0.994,181.17,223.823
2023-10-08T02:00:00,33.351,0.967,422.911,243.053
2023-10-08T02:05:00,32.952,0.982,1510.196,224.245
2023-10-08T02:10:00,30.046,0.973,612.761,119.898
2023-10-08T02:15:00,21.716,0.995,518.283,145.196
2023-10-08T02:20:00,26.489,0.992,161.365,101.963
2023-10-08T02:25:00,30.727,0.989,585.094,216.979
2023-10-08T02:30:00,29.696,1.003,308.222,175.189
2023-10-08T02:35:00,39.027,0.957,355.975,241.193
2023-10-08T02:40:00,42.143,1.0,757.177,310.915
2023-10-08T02:45:00,44.554,1.003,1169.596,414.848
2023-10-08T02:50:00,42.314,1.002,285.861,357.693
2023-10-08T02:55:00,40.391,1.004,157.444,246.577
2023-10-08T03:00:00,41.444,1.003,280.098,290.303
2023-10-08T03:05:00,43.544,0.993,71.799,339.557
2023-10-08T03:10:00,42.682,1.002,253.111,350.852
2023-10-08T03:15:00,40.812,0.931,640.604,295.703
2023-10-08T03:20:00,35.566,0.998,324.738,234.098
2023-10-08T03:25:00,22.025,1.003,1835.821,63.914
2023-10-08T03:30:00,39.421,1.003,409.668,257.387
2023-10-08T03:35:00,33.001,1.002,290.649,150.655
2023-10-08T03:40:00,34.642,1.004,821.178,242.67
2023-10-08T03:45:00,35.984,1.003,310.285,218.54
2023-10-08T03:50:00,33.26,1.0,147.355,205.303
2023-10-08T03:55:00,36.577,0.998,864.951,219.818
2023-10-08T04:00:00,38.859,1.004,148.621,235.759
2023-10-08T04:05:00,36.638,0.943,491.245,217.387
2023-10-08T04:10:00,40.622,0.981,179.483,256.277
2023-10-08T04:15:00,46.323,0.959,1044.29,334.299
2023-10-08T04:20:00,47.183,1.003,552.952,354.94
2023-10-08T04:25:00,43.838,1.003,344.081,334.488
2023-10-08T04:30:00,48.89,0.997,228.905,379.834
2023-10-08T04:35:00,53.397,0.961,717.449,461.908
2023-10-08T04:40:00,53.814,1.001,398.368,497.07
2023-10-08T04:45:00,59.623,0.959,658.36,469.451
2023-10-08T04:50:00,48.561,0.965,251.064,301.3
2023-10-08T04:55:00,45.564,0.926,1104.333,284.254
2023-10-08T05:00:00,45.088,0.999,506.522,373.096
2023-10-08T05:05:00,46.141,1.004,539.731,364.115
2023-10-08T05:10:00,49.319,1.001,455.133,340.694
2023-10-08T05:15:00,41.302,0.997,330.744,379.738
2023-10-08T05:20:00,40.964,0.931,371.934,244.156
2023-10-08T05:25:00,33.356,0.995,237.735,166.112
2023-10-08T05:30:00,34.677,1.006,212.668,205.146
2023-10-08T05:35:00,37.165,1.004,405.901,206.849
2023-10-08T05:40:00,47.967,0.944,1520.158,318.53
2023-10-08T05:45:00,52.243,1.001,408.008,384.329
2023-10-08T05:50:00,46.18,0.999,640.312,333.759
2023-10-08T05:55:00,47.081,0.997,262.526,304.717
2023-10-08T06:00:00,43.378,1.007,286.884,245.924
2023-10-08T06:05:00,45.9,0.994,316.695,310.923
2023-10-08T06:10:00,45.673,1.007,326.535,321.024
2023-10-08T06:15:00,38.622,0.935,683.059,227.571
2023-10-08T06:20:00,47.27,1.005,324.36,346.735
2023-10-08T06:25:00,42.53,0.94,691.84,315.715
2023-10-08T06:30:00,39.785,1.005,195.258,210.008
2023-10-08T06:35:00,40.832,0.959,531.775,273.969
2023-10-08T06:40:00,43.522,0.97,621.053,299.862
2023-10-08T06:45:00,38.479,0.864,241.717,344.178
2023-10-08T06:50:00,43.309,0.853,1064.735,384.841
2023-10-08T07:00:00,50.439,0.991,218.445,469.914
2023-10-08T07:05:00,49.913,0.963,948.947,370.648
2023-10-08T07:10:00,44.314,0.913,455.294,291.337
2023-10-08T07:15:00,35.405,1.006,239.258,230.296
2023-10-08T07:20:00,36.515,1.004,94.042,236.105
2023-10-08T07:25:00,39.471,0.986,321.83,276.48
2023-10-08T07:30:00,31.403,0.936,187.962,146.444
