timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-31T00:10:00,55.87,0.939,171.148,446.714
2023-10-31T00:15:00,81.655,0.868,2313.584,1088.913
2023-10-31T00:30:00,47.914,0.909,696.459,316.592
2023-10-31T00:35:00,39.034,1.001,409.267,300.255
2023-10-31T00:40:00,43.001,0.987,222.878,290.407
2023-10-31T00:45:00,42.316,1.003,1286.473,358.233
2023-10-31T00:50:00,38.753,0.998,940.416,240.084
2023-10-31T00:55:00,36.452,0.975,299.999,207.868
2023-10-31T01:00:00,33.896,1.005,283.209,188.503
2023-10-31T01:05:00,32.668,1.002,228.102,167.088
2023-10-31T01:10:00,34.646,1.005,67.585,180.174
2023-10-31T01:15:00,33.943,1.003,130.843,160.264
2023-10-31T01:20:00,39.577,0.922,1232.129,231.79
2023-10-31T01:25:00,35.028,1.005,853.431,317.216
2023-10-31T01:30:00,34.316,0.934,1102.873,222.788
2023-10-31T01:35:00,43.409,0.989,269.924,260.808
2023-10-31T01:40:00,39.055,1.003,295.842,266.578
2023-10-31T01:45:00,44.306,1.003,441.959,331.294
2023-10-31T01:50:00,40.628,1.0,1315.97,291.745
2023-10-31T01:55:00,46.167,1.002,749.464,441.442
2023-10-31T02:00:00,49.872,1.006,1351.672,424.114
2023-10-31T02:05:00,50.583,1.0,596.596,501.987
2023-10-31T02:10:00,46.619,1.006,279.986,418.606
2023-10-31T02:15:00,41.995,1.003,340.671,330.443
2023-10-31T02:20:00,49.63,1.004,1736.079,605.276
2023-10-31T02:25:00,41.202,0.932,790.25,273.428
2023-10-31T02:30:00,42.042,1.004,1290.686,320.082
2023-10-31T02:35:00,39.784,0.997,412.417,214.019
2023-10-31T02:40:00,48.086,1.002,382.781,369.646
2023-10-31T02:45:00,47.936,0.992,1029.483,351.793
2023-10-31T02:50:00,44.909,1.003,157.672,269.771
2023-10-31T02:55:00,48.536,1.003,262.371,388.5
2023-10-31T03:00:00,46.061,1.005,169.491,318.035
2023-10-31T03:05:00,55.438,1.001,215.66,392.122
2023-10-31T03:10:00,55.85,1.006,758.948,480.463
2023-10-31T03:15:00,49.157,0.93,435.206,342.22
2023-10-31T03:20:00,46.604,0.985,861.538,395.757
2023-10-31T03:25:00,59.57,0.992,1147.1,518.922
2023-10-31T03:30:00,57.696,1.005,969.726,490.727
2023-10-31T03:35:00,55.854,0.99,796.377,460.449
2023-10-31T03:40:00,57.734,1.003,1135.641,512.444
2023-10-31T03:45:00,49.314,1.003,712.866,408.373
2023-10-31T03:50:00,57.288,0.999,1343.105,540.563
2023-10-31T03:55:00,48.789,1.004,377.572,375.409
2023-10-31T04:00:00,47.311,0.912,965.384,344.436
2023-10-31T04:05:00,55.424,1.003,824.789,573.406
2023-10-31T04:10:00,48.868,1.004,892.379,438.081
2023-10-31T04:15:00,48.1,0.96,342.135,412.464
2023-10-31T04:20:00,60.478,0.998,318.938,622.823
2023-10-31T04:25:00,65.439,1.004,500.432,698.446
2023-10-31T04:30:00,57.769,1.004,435.663,473.54
2023-10-31T04:35:00,67.401,1.003,383.332,632.363
2023-10-31T04:40:00,72.602,1.006,3211.932,652.465
2023-10-31T04:45:00,65.494,0.93,385.119,700.557
2023-10-31T04:50:00,48.343,1.006,326.405,316.275
2023-10-31T04:55:00,54.026,0.95,947.126,489.255
