date_time,heart_zone_id,total_minutes
2023-09-08T16:55,FAT_BURN,1
2023-09-08T16:56,FAT_BURN,1
2023-09-08T16:57,FAT_BURN,1
2023-09-08T16:58,FAT_BURN,1
2023-09-08T16:59,FAT_BURN,1
2023-09-08T17:00,FAT_BURN,1
2023-09-08T17:01,FAT_BURN,1
2023-09-08T17:02,FAT_BURN,1
2023-09-08T17:03,FAT_BURN,1
2023-09-08T17:29,FAT_BURN,1
2023-09-08T17:30,FAT_BURN,1
2023-09-08T17:31,FAT_BURN,1
2023-09-08T17:32,FAT_BURN,1
2023-09-08T17:33,FAT_BURN,1
2023-09-08T17:34,FAT_BURN,1
2023-09-08T18:46,FAT_BURN,1
2023-09-08T18:47,FAT_BURN,1
2023-09-08T18:48,FAT_BURN,1
2023-09-08T18:49,FAT_BURN,1
2023-09-08T18:50,FAT_BURN,1
2023-09-08T18:52,FAT_BURN,1
2023-09-08T18:53,FAT_BURN,1
2023-09-08T18:58,FAT_BURN,1
2023-09-08T18:59,FAT_BURN,1
2023-09-08T19:00,FAT_BURN,1
2023-09-08T19:01,FAT_BURN,1
2023-09-08T19:02,FAT_BURN,1
2023-09-08T19:03,FAT_BURN,1
2023-09-08T19:24,FAT_BURN,1
2023-09-08T19:25,FAT_BURN,1
2023-09-08T19:26,FAT_BURN,1
2023-09-08T19:27,FAT_BURN,1
2023-09-08T19:28,FAT_BURN,1
2023-09-08T19:30,FAT_BURN,1
2023-09-08T19:31,FAT_BURN,1
2023-09-08T19:32,FAT_BURN,1
2023-09-09T09:42,CARDIO,2
2023-09-09T09:43,PEAK,2
2023-09-09T09:44,PEAK,2
2023-09-09T09:45,CARDIO,2
2023-09-09T09:46,CARDIO,2
2023-09-09T09:47,CARDIO,2
2023-09-09T09:48,PEAK,2
2023-09-09T09:49,PEAK,2
2023-09-09T09:50,PEAK,2
2023-09-09T09:51,PEAK,2
2023-09-09T09:52,PEAK,2
2023-09-09T09:53,PEAK,2
2023-09-09T09:54,PEAK,2
2023-09-09T09:55,PEAK,2
2023-09-09T09:56,PEAK,2
2023-09-09T09:57,PEAK,2
2023-09-09T09:58,PEAK,2
2023-09-09T09:59,PEAK,2
2023-09-09T10:00,PEAK,2
2023-09-09T10:01,PEAK,2
2023-09-09T10:02,PEAK,2
2023-09-09T10:03,PEAK,2
2023-09-09T10:04,PEAK,2
2023-09-09T10:05,PEAK,2
2023-09-09T10:06,PEAK,2
2023-09-09T10:07,PEAK,2
2023-09-09T10:08,PEAK,2
2023-09-09T10:09,PEAK,2
2023-09-09T10:10,PEAK,2
2023-09-09T10:11,PEAK,2
2023-09-09T10:12,PEAK,2
2023-09-09T10:13,PEAK,2
2023-09-09T10:14,PEAK,2
2023-09-09T10:15,PEAK,2
2023-09-09T10:16,PEAK,2
2023-09-09T10:17,PEAK,2
2023-09-09T10:18,PEAK,2
2023-09-09T10:19,PEAK,2
2023-09-09T10:20,PEAK,2
2023-09-09T10:21,PEAK,2
2023-09-09T10:22,PEAK,2
2023-09-09T10:23,PEAK,2
2023-09-09T10:24,PEAK,2
2023-09-09T10:25,PEAK,2
2023-09-09T10:26,PEAK,2
2023-09-09T10:27,PEAK,2
2023-09-09T10:28,PEAK,2
2023-09-09T10:29,PEAK,2
2023-09-09T10:30,CARDIO,2
2023-09-09T10:31,CARDIO,2
2023-09-09T10:32,CARDIO,2
2023-09-09T10:33,CARDIO,2
2023-09-09T10:34,CARDIO,2
2023-09-09T10:35,CARDIO,2
2023-09-09T10:36,CARDIO,2
2023-09-09T10:37,CARDIO,2
2023-09-09T10:38,CARDIO,2
2023-09-09T10:39,CARDIO,2
2023-09-09T10:40,CARDIO,2
2023-09-09T10:41,FAT_BURN,1
2023-09-09T10:42,FAT_BURN,1
2023-09-09T10:43,FAT_BURN,1
2023-09-09T10:44,FAT_BURN,1
2023-09-09T10:45,FAT_BURN,1
2023-09-09T10:46,FAT_BURN,1
2023-09-09T10:47,FAT_BURN,1
2023-09-09T10:48,FAT_BURN,1
2023-09-09T10:49,FAT_BURN,1
2023-09-09T10:50,FAT_BURN,1
2023-09-09T10:51,FAT_BURN,1
2023-09-09T10:52,FAT_BURN,1
2023-09-09T10:55,FAT_BURN,1
2023-09-09T11:21,FAT_BURN,1
2023-09-09T11:23,FAT_BURN,1
2023-09-09T11:37,FAT_BURN,1
2023-09-09T11:43,FAT_BURN,1
2023-09-09T11:44,FAT_BURN,1
2023-09-09T11:45,FAT_BURN,1
2023-09-09T11:46,FAT_BURN,1
2023-09-09T11:47,FAT_BURN,1
2023-09-10T14:03,FAT_BURN,1
2023-09-10T14:04,FAT_BURN,1
2023-09-10T14:05,FAT_BURN,1
2023-09-10T14:06,FAT_BURN,1
2023-09-10T14:07,FAT_BURN,1
2023-09-10T14:08,FAT_BURN,1
2023-09-10T14:57,FAT_BURN,1
2023-09-10T14:58,FAT_BURN,1
2023-09-10T14:59,FAT_BURN,1
2023-09-10T16:00,FAT_BURN,1
2023-09-10T16:01,FAT_BURN,1
2023-09-10T16:02,FAT_BURN,1
2023-09-10T16:03,FAT_BURN,1
2023-09-10T16:10,FAT_BURN,1
2023-09-10T16:12,FAT_BURN,1
2023-09-10T16:13,FAT_BURN,1
2023-09-10T16:14,FAT_BURN,1
2023-09-10T16:15,FAT_BURN,1
2023-09-10T16:16,FAT_BURN,1
2023-09-10T16:17,FAT_BURN,1
2023-09-10T16:18,FAT_BURN,1
2023-09-10T16:19,FAT_BURN,1
2023-09-10T16:20,FAT_BURN,1
2023-09-10T16:43,FAT_BURN,1
2023-09-10T16:44,FAT_BURN,1
2023-09-10T16:45,FAT_BURN,1
2023-09-10T16:46,FAT_BURN,1
2023-09-10T16:48,FAT_BURN,1
2023-09-10T16:49,FAT_BURN,1
2023-09-10T16:53,FAT_BURN,1
2023-09-10T16:54,FAT_BURN,1
2023-09-10T16:55,FAT_BURN,1
2023-09-10T16:56,FAT_BURN,1
2023-09-10T16:57,FAT_BURN,1
2023-09-10T16:58,FAT_BURN,1
2023-09-10T16:59,FAT_BURN,1
2023-09-10T17:15,FAT_BURN,1
2023-09-10T17:16,FAT_BURN,1
2023-09-10T17:17,FAT_BURN,1
2023-09-10T17:18,FAT_BURN,1
2023-09-10T18:14,FAT_BURN,1
2023-09-10T18:15,FAT_BURN,1
2023-09-10T18:16,FAT_BURN,1
2023-09-10T18:17,FAT_BURN,1
2023-09-10T18:18,FAT_BURN,1
2023-09-10T18:24,FAT_BURN,1
2023-09-10T18:27,FAT_BURN,1
2023-09-10T18:43,FAT_BURN,1
2023-09-10T18:44,FAT_BURN,1
2023-09-10T18:45,FAT_BURN,1
2023-09-10T18:46,FAT_BURN,1
2023-09-10T18:47,FAT_BURN,1
2023-09-10T18:49,FAT_BURN,1
2023-09-10T18:50,FAT_BURN,1
2023-09-10T18:51,FAT_BURN,1
2023-09-10T18:54,FAT_BURN,1
2023-09-10T18:55,FAT_BURN,1
2023-09-10T18:56,FAT_BURN,1
2023-09-10T18:57,FAT_BURN,1
2023-09-10T18:58,FAT_BURN,1
2023-09-10T18:59,FAT_BURN,1
2023-09-10T19:00,FAT_BURN,1
2023-09-10T20:25,FAT_BURN,1
2023-09-10T20:26,FAT_BURN,1
2023-09-10T22:17,FAT_BURN,1
2023-09-11T17:24,FAT_BURN,1
2023-09-11T17:25,FAT_BURN,1
2023-09-11T17:26,FAT_BURN,1
2023-09-11T17:27,FAT_BURN,1
2023-09-11T17:28,FAT_BURN,1
2023-09-11T17:29,FAT_BURN,1
2023-09-11T17:30,FAT_BURN,1
2023-09-11T17:31,FAT_BURN,1
2023-09-11T17:32,FAT_BURN,1
2023-09-11T17:58,FAT_BURN,1
2023-09-11T17:59,FAT_BURN,1
2023-09-11T18:00,CARDIO,2
2023-09-11T18:01,CARDIO,2
2023-09-11T18:02,FAT_BURN,1
2023-09-11T18:04,FAT_BURN,1
2023-09-11T18:07,FAT_BURN,1
2023-09-11T18:10,FAT_BURN,1
2023-09-11T18:11,FAT_BURN,1
2023-09-11T20:45,FAT_BURN,1
2023-09-11T20:46,FAT_BURN,1
2023-09-11T20:47,FAT_BURN,1
2023-09-11T20:48,FAT_BURN,1
2023-09-11T20:49,FAT_BURN,1
2023-09-11T20:50,FAT_BURN,1
