date_time,heart_zone_id,total_minutes
2023-10-01T19:06,FAT_BURN,1
2023-10-08T17:14,CARDIO,2
2023-10-08T17:15,PEAK,2
2023-10-08T17:16,PEAK,2
2023-10-08T17:17,PEAK,2
2023-10-08T17:18,PEAK,2
2023-10-08T17:19,PEAK,2
2023-10-08T17:20,PEAK,2
2023-10-08T17:21,PEAK,2
2023-10-08T17:22,PEAK,2
2023-10-08T17:23,PEAK,2
2023-10-08T17:24,PEAK,2
2023-10-08T17:25,PEAK,2
2023-10-08T17:26,PEAK,2
2023-10-08T17:27,PEAK,2
2023-10-08T17:28,PEAK,2
2023-10-08T17:29,PEAK,2
2023-10-08T17:30,PEAK,2
2023-10-08T17:31,PEAK,2
2023-10-08T17:32,PEAK,2
2023-10-08T17:33,PEAK,2
2023-10-08T17:34,PEAK,2
2023-10-08T17:35,PEAK,2
2023-10-08T17:36,PEAK,2
2023-10-08T17:37,PEAK,2
2023-10-08T17:38,PEAK,2
2023-10-08T17:39,PEAK,2
2023-10-08T17:40,PEAK,2
2023-10-08T17:41,PEAK,2
2023-10-08T17:42,PEAK,2
2023-10-08T17:43,PEAK,2
2023-10-08T17:44,PEAK,2
2023-10-08T17:45,PEAK,2
2023-10-08T17:46,PEAK,2
2023-10-08T17:47,PEAK,2
2023-10-08T17:48,PEAK,2
2023-10-08T17:49,PEAK,2
2023-10-08T17:50,PEAK,2
2023-10-08T17:51,PEAK,2
2023-10-08T17:52,PEAK,2
2023-10-08T17:53,PEAK,2
2023-10-08T17:54,PEAK,2
2023-10-08T17:55,PEAK,2
2023-10-08T17:56,PEAK,2
2023-10-08T17:57,PEAK,2
2023-10-08T17:58,PEAK,2
2023-10-08T17:59,PEAK,2
2023-10-08T18:00,PEAK,2
2023-10-08T18:01,PEAK,2
2023-10-08T18:02,CARDIO,2
2023-10-08T18:03,CARDIO,2
2023-10-08T18:04,CARDIO,2
2023-10-08T18:05,CARDIO,2
2023-10-08T18:06,CARDIO,2
2023-10-08T18:07,CARDIO,2
2023-10-08T18:08,FAT_BURN,1
2023-10-08T18:09,FAT_BURN,1
2023-10-08T18:10,CARDIO,2
2023-10-08T18:11,CARDIO,2
2023-10-08T18:12,FAT_BURN,1
2023-10-08T18:13,FAT_BURN,1
2023-10-08T18:15,FAT_BURN,1
2023-10-11T10:09,FAT_BURN,1
2023-10-11T10:10,FAT_BURN,1
2023-10-11T10:11,FAT_BURN,1
2023-10-11T10:14,FAT_BURN,1
2023-10-11T10:15,FAT_BURN,1
2023-10-11T10:16,FAT_BURN,1
2023-10-11T10:17,FAT_BURN,1
2023-10-11T10:18,FAT_BURN,1
2023-10-11T10:19,FAT_BURN,1
2023-10-11T10:20,FAT_BURN,1
2023-10-11T10:21,FAT_BURN,1
2023-10-11T10:22,FAT_BURN,1
2023-10-11T10:23,FAT_BURN,1
2023-10-11T10:47,FAT_BURN,1
2023-10-11T10:48,FAT_BURN,1
2023-10-11T10:49,FAT_BURN,1
2023-10-11T10:50,FAT_BURN,1
2023-10-11T10:51,FAT_BURN,1
2023-10-11T10:52,FAT_BURN,1
2023-10-11T12:22,FAT_BURN,1
2023-10-11T12:23,FAT_BURN,1
2023-10-11T12:24,FAT_BURN,1
2023-10-11T12:25,FAT_BURN,1
2023-10-11T13:08,FAT_BURN,1
2023-10-11T14:36,FAT_BURN,1
2023-10-11T15:09,FAT_BURN,1
2023-10-11T15:10,FAT_BURN,1
2023-10-11T15:11,FAT_BURN,1
2023-10-11T15:12,FAT_BURN,1
2023-10-11T15:13,FAT_BURN,1
2023-10-13T13:03,FAT_BURN,1
2023-10-13T13:04,FAT_BURN,1
2023-10-14T12:29,FAT_BURN,1
2023-10-14T12:30,FAT_BURN,1
