date_time,heart_zone_id,total_minutes
2023-12-01T17:05,FAT_BURN,1
2023-12-01T17:06,FAT_BURN,1
2023-12-01T17:07,FAT_BURN,1
2023-12-01T17:08,CARDIO,2
2023-12-01T17:09,CARDIO,2
2023-12-01T17:10,CARDIO,2
2023-12-01T17:11,FAT_BURN,1
2023-12-01T17:36,FAT_BURN,1
2023-12-01T17:37,FAT_BURN,1
2023-12-01T17:38,FAT_BURN,1
2023-12-01T17:39,CARDIO,2
2023-12-01T17:40,FAT_BURN,1
2023-12-01T17:41,FAT_BURN,1
2023-12-01T19:20,FAT_BURN,1
2023-12-01T19:21,FAT_BURN,1
2023-12-01T19:22,FAT_BURN,1
2023-12-01T19:24,FAT_BURN,1
2023-12-01T19:42,FAT_BURN,1
2023-12-01T19:43,FAT_BURN,1
2023-12-01T19:44,FAT_BURN,1
2023-12-01T19:53,FAT_BURN,1
2023-12-01T19:54,FAT_BURN,1
2023-12-01T19:55,FAT_BURN,1
2023-12-01T19:56,FAT_BURN,1
2023-12-01T19:57,FAT_BURN,1
2023-12-01T19:59,FAT_BURN,1
2023-12-02T09:58,FAT_BURN,1
2023-12-02T10:00,FAT_BURN,1
2023-12-02T10:06,CARDIO,2
2023-12-02T10:07,PEAK,2
2023-12-02T10:08,PEAK,2
2023-12-02T10:09,CARDIO,2
2023-12-02T10:10,CARDIO,2
2023-12-02T10:11,PEAK,2
2023-12-02T10:12,PEAK,2
2023-12-02T10:13,PEAK,2
2023-12-02T10:14,PEAK,2
2023-12-02T10:15,PEAK,2
2023-12-02T10:16,PEAK,2
2023-12-02T10:17,PEAK,2
2023-12-02T10:18,PEAK,2
2023-12-02T10:19,PEAK,2
2023-12-02T10:20,PEAK,2
2023-12-02T10:21,PEAK,2
2023-12-02T10:22,PEAK,2
2023-12-02T10:23,PEAK,2
2023-12-02T10:24,PEAK,2
2023-12-02T10:25,PEAK,2
2023-12-02T10:26,PEAK,2
2023-12-02T10:27,PEAK,2
2023-12-02T10:28,PEAK,2
2023-12-02T10:29,PEAK,2
2023-12-02T10:30,PEAK,2
2023-12-02T10:31,PEAK,2
2023-12-02T10:32,PEAK,2
2023-12-02T10:33,PEAK,2
2023-12-02T10:34,PEAK,2
2023-12-02T10:35,PEAK,2
2023-12-02T10:36,PEAK,2
2023-12-02T10:37,PEAK,2
2023-12-02T10:38,PEAK,2
2023-12-02T10:39,PEAK,2
2023-12-02T10:40,PEAK,2
2023-12-02T10:41,PEAK,2
2023-12-02T10:42,PEAK,2
2023-12-02T10:43,PEAK,2
2023-12-02T10:44,PEAK,2
2023-12-02T10:45,PEAK,2
2023-12-02T10:46,PEAK,2
2023-12-02T10:47,PEAK,2
2023-12-02T10:48,PEAK,2
2023-12-02T10:49,PEAK,2
2023-12-02T10:50,PEAK,2
2023-12-02T10:51,PEAK,2
2023-12-02T10:52,PEAK,2
2023-12-02T10:53,CARDIO,2
2023-12-02T10:54,CARDIO,2
2023-12-02T10:55,CARDIO,2
2023-12-02T10:56,CARDIO,2
2023-12-02T10:57,CARDIO,2
2023-12-02T10:58,CARDIO,2
2023-12-02T10:59,CARDIO,2
2023-12-02T11:00,FAT_BURN,1
2023-12-02T11:01,FAT_BURN,1
2023-12-02T11:02,FAT_BURN,1
2023-12-02T11:03,CARDIO,2
2023-12-02T11:04,FAT_BURN,1
2023-12-02T11:05,FAT_BURN,1
2023-12-02T19:24,FAT_BURN,1
2023-12-02T19:25,FAT_BURN,1
2023-12-02T19:26,FAT_BURN,1
2023-12-02T19:27,FAT_BURN,1
2023-12-02T19:29,FAT_BURN,1
2023-12-02T19:30,FAT_BURN,1
2023-12-02T19:31,FAT_BURN,1
2023-12-02T19:32,FAT_BURN,1
2023-12-02T19:51,FAT_BURN,1
2023-12-02T20:02,FAT_BURN,1
2023-12-02T20:03,FAT_BURN,1
2023-12-02T20:04,FAT_BURN,1
2023-12-02T20:05,FAT_BURN,1
2023-12-02T20:06,FAT_BURN,1
2023-12-02T20:07,FAT_BURN,1
2023-12-02T20:08,FAT_BURN,1
2023-12-02T20:09,FAT_BURN,1
2023-12-02T20:10,FAT_BURN,1
2023-12-02T20:11,FAT_BURN,1
2023-12-02T20:12,FAT_BURN,1
2023-12-02T20:13,FAT_BURN,1
2023-12-02T20:14,FAT_BURN,1
2023-12-05T18:22,FAT_BURN,1
2023-12-05T18:23,FAT_BURN,1
2023-12-05T18:25,FAT_BURN,1
2023-12-05T18:26,FAT_BURN,1
2023-12-05T18:28,FAT_BURN,1
2023-12-05T18:29,FAT_BURN,1
2023-12-05T18:30,FAT_BURN,1
2023-12-05T18:31,FAT_BURN,1
2023-12-05T18:32,FAT_BURN,1
2023-12-05T18:33,FAT_BURN,1
2023-12-05T18:35,FAT_BURN,1
2023-12-05T18:36,CARDIO,2
2023-12-05T18:37,CARDIO,2
2023-12-05T18:38,CARDIO,2
2023-12-05T18:39,CARDIO,2
2023-12-05T18:40,CARDIO,2
2023-12-05T18:41,CARDIO,2
2023-12-05T18:42,CARDIO,2
2023-12-05T18:43,CARDIO,2
2023-12-05T18:44,PEAK,2
2023-12-05T18:45,CARDIO,2
2023-12-05T18:46,CARDIO,2
2023-12-05T18:47,CARDIO,2
2023-12-05T18:48,CARDIO,2
2023-12-05T18:49,PEAK,2
2023-12-05T18:50,PEAK,2
2023-12-05T18:51,PEAK,2
2023-12-05T18:52,PEAK,2
2023-12-05T18:53,PEAK,2
2023-12-05T18:54,CARDIO,2
2023-12-05T18:55,CARDIO,2
2023-12-05T18:56,CARDIO,2
2023-12-05T18:57,CARDIO,2
2023-12-05T18:58,CARDIO,2
2023-12-05T18:59,CARDIO,2
2023-12-05T19:00,FAT_BURN,1
2023-12-05T19:01,FAT_BURN,1
2023-12-05T19:02,FAT_BURN,1
2023-12-05T19:32,FAT_BURN,1
2023-12-16T17:27,FAT_BURN,1
2023-12-16T17:28,FAT_BURN,1
2023-12-16T18:09,FAT_BURN,1
2023-12-16T18:10,FAT_BURN,1
2023-12-16T18:11,FAT_BURN,1
2023-12-16T18:13,FAT_BURN,1
2023-12-16T18:14,FAT_BURN,1
2023-12-16T20:30,FAT_BURN,1
2023-12-16T21:15,FAT_BURN,1
2023-12-16T21:19,FAT_BURN,1
2023-12-16T21:23,FAT_BURN,1
2023-12-20T20:25,FAT_BURN,1
2023-12-20T20:26,FAT_BURN,1
2023-12-20T20:27,CARDIO,2
2023-12-20T20:28,CARDIO,2
2023-12-20T20:29,CARDIO,2
2023-12-20T20:30,FAT_BURN,1
2023-12-20T20:35,FAT_BURN,1
2023-12-20T20:36,CARDIO,2
2023-12-20T20:37,CARDIO,2
2023-12-20T20:38,CARDIO,2
2023-12-20T20:39,FAT_BURN,1
2023-12-20T20:45,FAT_BURN,1
2023-12-20T20:46,FAT_BURN,1
2023-12-20T20:47,CARDIO,2
2023-12-20T20:48,CARDIO,2
2023-12-20T20:49,CARDIO,2
2023-12-20T20:50,CARDIO,2
2023-12-20T20:51,FAT_BURN,1
2023-12-20T20:52,FAT_BURN,1
2023-12-20T21:11,FAT_BURN,1
2023-12-20T21:12,FAT_BURN,1
2023-12-23T11:31,CARDIO,2
2023-12-23T11:32,CARDIO,2
2023-12-23T11:33,CARDIO,2
2023-12-23T11:34,PEAK,2
2023-12-23T11:35,PEAK,2
2023-12-23T11:36,PEAK,2
2023-12-23T11:37,PEAK,2
2023-12-23T11:38,PEAK,2
2023-12-23T11:39,PEAK,2
2023-12-23T11:40,PEAK,2
2023-12-23T11:41,PEAK,2
2023-12-23T11:42,PEAK,2
2023-12-23T11:43,PEAK,2
2023-12-23T11:44,PEAK,2
2023-12-23T11:45,PEAK,2
2023-12-23T11:46,PEAK,2
2023-12-23T11:47,PEAK,2
2023-12-23T11:48,PEAK,2
2023-12-23T11:49,PEAK,2
2023-12-23T11:50,PEAK,2
2023-12-23T11:51,PEAK,2
2023-12-23T11:52,PEAK,2
2023-12-23T11:53,PEAK,2
2023-12-23T11:54,PEAK,2
2023-12-23T11:55,PEAK,2
2023-12-23T11:56,PEAK,2
2023-12-23T11:57,PEAK,2
2023-12-23T11:58,PEAK,2
2023-12-23T11:59,PEAK,2
2023-12-23T12:00,PEAK,2
2023-12-23T12:01,PEAK,2
2023-12-23T12:02,PEAK,2
2023-12-23T12:03,PEAK,2
2023-12-23T12:04,PEAK,2
2023-12-23T12:05,PEAK,2
2023-12-23T12:06,PEAK,2
2023-12-23T12:07,PEAK,2
2023-12-23T12:08,PEAK,2
2023-12-23T12:09,PEAK,2
2023-12-23T12:10,PEAK,2
2023-12-23T12:11,PEAK,2
2023-12-23T12:12,PEAK,2
2023-12-23T12:13,PEAK,2
2023-12-23T12:14,PEAK,2
2023-12-23T12:15,PEAK,2
2023-12-23T12:16,PEAK,2
2023-12-23T12:17,PEAK,2
2023-12-23T12:18,PEAK,2
2023-12-23T12:19,PEAK,2
2023-12-23T12:20,CARDIO,2
2023-12-23T12:21,CARDIO,2
2023-12-23T12:22,CARDIO,2
2023-12-23T12:23,CARDIO,2
2023-12-23T12:24,CARDIO,2
2023-12-23T12:25,PEAK,2
2023-12-23T12:26,PEAK,2
2023-12-23T12:27,CARDIO,2
2023-12-23T12:28,CARDIO,2
2023-12-23T12:29,CARDIO,2
2023-12-23T12:30,CARDIO,2
2023-12-23T12:31,CARDIO,2
2023-12-23T12:32,CARDIO,2
2023-12-23T12:33,CARDIO,2
2023-12-23T12:34,FAT_BURN,1
2023-12-23T12:35,FAT_BURN,1
2023-12-23T12:36,CARDIO,2
2023-12-23T12:37,FAT_BURN,1
2023-12-23T12:38,FAT_BURN,1
2023-12-23T12:39,FAT_BURN,1
2023-12-23T12:40,FAT_BURN,1
2023-12-23T12:41,FAT_BURN,1
2023-12-23T13:22,FAT_BURN,1
2023-12-23T13:23,FAT_BURN,1
2023-12-23T14:22,FAT_BURN,1
2023-12-23T14:23,FAT_BURN,1
2023-12-23T14:26,FAT_BURN,1
2023-12-23T14:27,FAT_BURN,1
2023-12-23T14:28,FAT_BURN,1
2023-12-23T14:29,FAT_BURN,1
2023-12-23T14:30,FAT_BURN,1
2023-12-23T14:31,FAT_BURN,1
2023-12-23T14:33,FAT_BURN,1
2023-12-23T14:34,FAT_BURN,1
2023-12-23T14:35,FAT_BURN,1
2023-12-23T14:36,FAT_BURN,1
2023-12-24T11:40,FAT_BURN,1
2023-12-24T11:41,FAT_BURN,1
2023-12-24T11:42,FAT_BURN,1
2023-12-24T11:43,FAT_BURN,1
2023-12-24T11:44,FAT_BURN,1
2023-12-24T11:46,FAT_BURN,1
2023-12-24T11:47,FAT_BURN,1
2023-12-24T11:49,FAT_BURN,1
2023-12-24T11:51,FAT_BURN,1
2023-12-24T11:52,FAT_BURN,1
2023-12-24T11:53,FAT_BURN,1
2023-12-24T11:54,FAT_BURN,1
2023-12-24T11:55,FAT_BURN,1
2023-12-24T11:56,CARDIO,2
2023-12-24T11:57,FAT_BURN,1
2023-12-24T11:58,FAT_BURN,1
2023-12-24T11:59,FAT_BURN,1
2023-12-24T12:48,FAT_BURN,1
2023-12-24T12:49,FAT_BURN,1
2023-12-24T12:50,FAT_BURN,1
2023-12-24T15:51,FAT_BURN,1
2023-12-24T16:59,FAT_BURN,1
2023-12-24T17:00,FAT_BURN,1
2023-12-24T17:01,FAT_BURN,1
2023-12-24T17:02,FAT_BURN,1
2023-12-24T17:03,FAT_BURN,1
2023-12-24T17:04,FAT_BURN,1
2023-12-24T17:14,FAT_BURN,1
2023-12-25T14:47,FAT_BURN,1
2023-12-25T14:48,FAT_BURN,1
2023-12-25T14:49,FAT_BURN,1
2023-12-25T14:50,FAT_BURN,1
2023-12-25T14:51,FAT_BURN,1
2023-12-25T15:11,FAT_BURN,1
2023-12-25T15:36,FAT_BURN,1
2023-12-25T15:37,FAT_BURN,1
2023-12-25T15:43,FAT_BURN,1
2023-12-25T15:44,FAT_BURN,1
2023-12-25T15:48,FAT_BURN,1
2023-12-25T15:49,FAT_BURN,1
2023-12-25T15:50,FAT_BURN,1
2023-12-25T15:51,FAT_BURN,1
2023-12-25T15:53,FAT_BURN,1
2023-12-25T15:54,FAT_BURN,1
2023-12-25T15:56,FAT_BURN,1
2023-12-25T15:57,FAT_BURN,1
2023-12-25T15:58,FAT_BURN,1
2023-12-25T15:59,FAT_BURN,1
2023-12-25T16:01,FAT_BURN,1
2023-12-25T16:09,FAT_BURN,1
2023-12-25T16:13,FAT_BURN,1
2023-12-25T16:14,FAT_BURN,1
2023-12-25T16:15,FAT_BURN,1
2023-12-25T16:26,FAT_BURN,1
2023-12-25T16:27,FAT_BURN,1
2023-12-25T16:28,FAT_BURN,1
2023-12-25T17:02,FAT_BURN,1
2023-12-25T17:03,FAT_BURN,1
2023-12-25T17:20,FAT_BURN,1
2023-12-25T17:21,FAT_BURN,1
2023-12-25T17:27,FAT_BURN,1
2023-12-25T17:28,FAT_BURN,1
2023-12-25T17:29,FAT_BURN,1
2023-12-27T17:17,FAT_BURN,1
2023-12-27T17:18,FAT_BURN,1
